have	VBP	B-VP	O	-	O	False
done	VBN	E-VP	O	S-V	Intentionally_act	False
absolutely	RB	B-NP	O	B-A1	Intentionally_act	False
nothing	NN	E-NP	O	I-A1	Intentionally_act	False
to	TO	B-VP	O	I-A1	Intentionally_act	False
fix	VB	E-VP	O	S-V	Intentionally_act	False
the	DT	B-NP	O	B-A1	Intentionally_act	False
computer	NN	I-NP	O	I-A1	Intentionally_act	False
problem	NN	E-NP	O	E-A1	Intentionally_act	False
.	.	O	O	-	O	False

One	CD	B-NP	O	B-AM-TMP	O	False
night	NN	E-NP	O	E-AM-TMP	O	False
I	PRP	S-NP	O	S-A0	Have_associated	False
turned	VBD	S-VP	O	S-V	O	False
the	DT	B-NP	O	B-A1	O	False
freaking	VBG	I-NP	O	S-V	O	False
thing	NN	E-NP	O	S-A1	O	False
off	RP	S-ADVP	O	S-C-V	O	False
after	IN	S-PP	O	B-AM-TMP	O	False
using	VBG	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
,	,	O	O	I-AM-TMP	O	False
the	DT	B-NP	O	B-AM-TMP	O	False
next	JJ	I-NP	O	I-AM-TMP	O	False
day	NN	E-NP	O	E-AM-TMP	O	False
I	PRP	S-NP	O	S-A0	Have_associated	False
turn	VBP	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
on	RP	S-PRT	O	S-C-V	O	False
,	,	O	O	-	O	False
no	DT	B-NP	O	-	O	False
GUI	NNP	I-NP	S-ORG	-	O	False
,	,	I-NP	O	-	O	False
screen	NN	I-NP	O	-	O	True
all	DT	I-NP	O	-	Quantity	False
dark	JJ	I-NP	O	-	O	False
,	,	I-NP	O	-	O	False
power	NN	I-NP	O	-	O	True
light	NN	I-NP	O	-	O	True
steady	JJ	I-NP	O	-	O	False
,	,	I-NP	O	-	O	False
hard	JJ	I-NP	O	-	O	True
drive	NN	I-NP	O	-	O	True
light	NN	I-NP	O	-	O	True
steady	JJ	I-NP	O	-	O	False
and	CC	I-NP	O	-	O	False
not	RB	E-NP	O	S-AM-NEG	O	False
flashing	VBG	S-VP	O	S-V	O	False
as	IN	S-SBAR	O	B-A1	O	False
it	PRP	S-NP	O	I-A1	O	False
usually	RB	S-ADVP	O	I-A1	O	False
does	VBZ	S-VP	O	E-A1	O	False
.	.	O	O	-	O	False

Still	RB	S-ADVP	O	-	Continued_state_of_affairs	False
pretty	RB	B-ADJP	O	-	O	False
pricey	JJ	E-ADJP	O	-	Expensiveness	False
,	,	O	O	-	O	False
but	CC	O	O	-	O	False
I	PRP	S-NP	O	S-A0	Locative_relation	False
've	VBP	B-VP	O	-	O	False
been	VBN	I-VP	O	-	O	False
putting	VBG	E-VP	O	B-V	Placing	False
off	RP	S-PRT	O	E-V	Locative_relation	False
money	NN	S-NP	O	S-A1	Measure_duration	False
for	IN	S-PP	O	B-AM-TMP	O	False
a	DT	B-NP	O	I-AM-TMP	Measure_duration	False
while	NN	E-NP	O	E-AM-TMP	Measure_duration	False
as	IN	S-PP	O	B-A2	O	False
a	DT	B-NP	O	I-A2	Quantity	False
little	JJ	I-NP	O	I-A2	Quantity	False
Macbook	NNP	I-NP	B-ORG	I-A2	O	False
Fund	NNP	E-NP	E-ORG	E-A2	O	False
,	,	O	O	-	O	False
and	CC	O	O	-	O	False
finally	RB	B-VP	O	S-AM-TMP	Time_vector	False
got	VBD	I-VP	O	S-V	Time_vector	False
to	TO	I-VP	O	B-A1	Time_vector	False
use	VB	E-VP	O	S-V	Using	False
it	PRP	S-NP	O	S-A1	Using	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Experiencer_focus	False
took	VBD	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
back	RP	S-ADVP	O	S-C-V	O	False
for	IN	S-PP	O	B-AM-PNC	O	False
an	DT	B-NP	O	B-A0	O	False
Asus	NNP	I-NP	S-ORG	I-A0	O	False
and	CC	I-NP	O	I-A0	O	False
same	JJ	I-NP	O	I-A0	O	False
thing-	JJ	I-NP	O	I-A0	O	False
blue	JJ	I-NP	O	I-A0	O	False
screen	NN	E-NP	O	E-A0	O	False
which	WDT	S-NP	O	S-R-A0	O	False
required	VBD	S-VP	O	S-V	O	False
me	PRP	S-NP	O	S-A0	O	False
to	TO	B-VP	O	B-A1	O	False
remove	VB	E-VP	O	S-V	O	False
the	DT	B-NP	O	B-A1	O	False
battery	NN	E-NP	O	E-A1	O	True
to	TO	B-VP	O	B-A2	O	False
reset	VB	E-VP	O	S-V	O	False
.	.	O	O	-	O	False

In	IN	S-PP	O	B-AM-LOC	O	False
the	DT	B-NP	O	I-AM-LOC	O	False
shop	NN	E-NP	O	E-AM-LOC	O	False
,	,	O	O	-	O	False
these	DT	B-NP	O	B-A1	O	False
MacBooks	NNPS	E-NP	S-MISC	E-A1	O	False
are	VBP	B-VP	O	-	O	False
encased	VBN	E-VP	O	S-V	O	False
in	IN	S-PP	O	B-A2	O	False
a	DT	B-NP	O	I-A2	O	False
soft	JJ	I-NP	O	I-A2	O	False
rubber	NN	I-NP	O	I-A2	O	True
enclosure	NN	E-NP	O	E-A2	O	True
-	:	O	O	-	O	False
so	RB	O	O	-	O	False
you	PRP	S-NP	O	S-A0	Awareness	False
will	MD	B-VP	O	S-AM-MOD	O	False
never	RB	I-VP	O	S-AM-TMP	O	False
know	VB	E-VP	O	S-V	Awareness	False
about	IN	S-PP	O	B-A2	O	False
the	DT	B-NP	O	I-A2	O	False
razor	NN	I-NP	O	I-A2	O	False
edge	NN	E-NP	O	E-A2	O	True
until	IN	S-SBAR	O	B-AM-TMP	O	False
you	PRP	S-NP	O	S-A0	Awareness	False
buy	VBP	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
,	,	O	O	I-AM-TMP	O	False
get	VB	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
home	NN	S-ADVP	O	S-A2	O	False
,	,	O	O	I-AM-TMP	O	False
break	VBP	S-VP	O	S-V	O	False
the	DT	B-NP	O	B-A1	O	False
seal	NN	E-NP	O	E-A1	O	False
and	CC	O	O	I-AM-TMP	O	False
use	VB	S-VP	O	S-V	O	False
it	PRP	S-NP	O	S-A1	O	False
-LRB-	NNP	S-NP	S-ORG	B-A2	O	False
very	RB	B-ADJP	O	I-A2	O	False
clever	JJ	E-ADJP	O	I-A2	O	False
con	NN	B-NP	O	I-A2	O	False
-RRB-	NNP	E-NP	S-ORG	E-A2	O	False
.	.	O	O	-	O	False

However	RB	S-ADVP	O	S-AM-DIS	O	False
,	,	O	O	-	O	False
the	DT	B-NP	O	B-A0	O	False
multi-touch	JJ	I-NP	O	I-A0	O	True
gestures	NNS	E-NP	O	I-A0	O	True
and	CC	O	O	I-A0	O	False
large	JJ	B-NP	O	I-A0	O	False
tracking	NN	I-NP	O	I-A0	O	True
area	NN	E-NP	O	E-A0	O	True
make	VBP	B-VP	O	S-V	O	False
having	VBG	E-VP	O	S-V	O	False
an	DT	B-NP	O	B-A1	O	False
external	JJ	I-NP	O	I-A1	O	True
mouse	NN	I-NP	O	I-A1	O	True
unnecessary	JJ	I-NP	O	I-A1	O	False
-LRB-	NN	E-NP	S-LOC	E-A1	O	False
unless	IN	S-SBAR	O	B-AM-ADV	O	False
you	PRP	S-NP	O	S-A0	O	False
're	VBP	B-VP	O	I-AM-ADV	O	False
gaming	VBG	E-VP	O	S-V	O	True
-RRB-	NNP	S-NP	S-ORG	S-A1	O	False
.	.	O	O	-	O	False

Plus	CC	O	O	-	O	False
it	PRP	S-NP	O	-	Taking	False
is	VBZ	S-VP	O	-	O	False
small	JJ	S-ADJP	O	-	Dimension	False
and	CC	O	O	-	O	False
reasonably	RB	B-ADJP	O	-	O	False
light	JJ	E-ADJP	O	-	O	False
so	IN	S-SBAR	O	-	O	False
I	PRP	S-NP	O	S-A0	Dimension	False
can	MD	B-VP	O	S-AM-MOD	Capability	False
take	VB	E-VP	O	S-V	Taking	False
it	PRP	S-NP	O	S-A1	Taking	False
with	IN	S-PP	O	B-AM-DIR	Capability	False
me	PRP	S-NP	O	E-AM-DIR	Capability	False
to	TO	S-PP	O	B-AM-DIR	Capability	False
and	CC	O	O	I-AM-DIR	Capability	False
from	IN	S-PP	O	I-AM-DIR	Capability	False
work	NN	S-NP	O	E-AM-DIR	Being_employed	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	Experiencer_focus	False
HATE	VBP	S-VP	O	S-V	Experiencer_focus	False
this	DT	B-NP	O	B-A1	Experiencer_focus	False
one	NN	E-NP	O	E-A1	Cardinal_numbers	False
.	.	O	O	-	O	False

They	PRP	S-NP	O	-	O	False
were	VBD	S-VP	O	-	O	False
totally	RB	B-ADJP	O	-	Degree	False
unconcerned	JJ	E-ADJP	O	-	Degree	False
that	IN	S-SBAR	O	-	Degree	False
the	DT	B-NP	O	B-A1	Degree	False
computer	NN	E-NP	O	E-A1	Degree	False
was	VBD	B-VP	O	-	Degree	False
not	RB	I-VP	O	S-AM-NEG	Degree	False
correctly	RB	I-VP	O	S-AM-MNR	Degree	False
repaired	VBN	E-VP	O	S-V	Degree	False
in	IN	S-PP	O	B-AM-TMP	Degree	False
the	DT	B-NP	O	I-AM-TMP	Degree	False
first	JJ	I-NP	O	I-AM-TMP	Ordinal_numbers	False
place	NN	E-NP	O	E-AM-TMP	Ordinal_numbers	False
.	.	O	O	-	O	False

Toshiba	NNP	S-NP	S-ORG	S-A0	Intentionally_act	False
does	VBZ	B-VP	O	-	Intentionally_act	False
not	RB	I-VP	O	S-AM-NEG	O	False
send	VB	E-VP	O	S-V	Sending	False
any	DT	B-NP	O	B-A1	Quantity	False
one	NN	E-NP	O	E-A1	Cardinal_numbers	False
out	RP	S-ADVP	O	S-AM-DIR	O	False
unless	IN	S-SBAR	O	B-AM-ADV	Sending	False
you	PRP	S-NP	O	S-A0	Commerce_pay	False
have	VBP	B-VP	O	I-AM-ADV	Sending	False
paid	VBN	E-VP	O	S-V	Commerce_pay	False
extra	JJ	S-ADJP	O	B-A1	Commerce_pay	False
to	TO	B-VP	O	I-A1	Sending	False
have	VB	E-VP	O	S-V	Sending	False
the	DT	B-NP	O	B-A1	Sending	False
on	IN	I-NP	O	I-A1	Self_motion	False
site	NN	I-NP	O	I-A1	Self_motion	False
repair	NN	E-NP	O	I-A1	Self_motion	False
done	VBN	S-VP	O	E-A1	Sending	False
.	.	O	O	-	O	False

Oh	UH	O	S-PER	-	O	False
,	,	O	O	-	O	False
boy	NN	S-NP	O	-	O	False
!	.	O	O	-	O	False

But	CC	O	O	-	O	False
while	IN	S-SBAR	O	-	O	False
this	DT	S-NP	O	-	O	False
is	VBZ	S-VP	O	-	O	False
one	CD	B-NP	O	-	Cardinal_numbers	False
big	JJ	I-NP	O	-	Cardinal_numbers	False
advantage	NN	E-NP	O	-	Size	False
-LRB-	NNP	S-NP	S-ORG	-	O	False
as	IN	S-SBAR	O	-	O	False
you	PRP	S-NP	O	S-A0	Awareness	False
may	MD	B-VP	O	S-AM-MOD	Likelihood	False
know	VB	E-VP	O	S-V	Awareness	False
from	IN	S-PP	O	B-A2	Awareness	False
the	DT	B-NP	O	I-A2	Awareness	False
company	NN	E-NP	O	E-A2	Awareness	False
s	POS	B-NP	O	B-A1	O	False
recent	JJ	I-NP	O	I-A1	Motion	False
commercials	NNS	E-NP	O	I-A1	Motion	False
-RRB-	NN	B-NP	S-ORG	I-A1	O	False
there	EX	E-NP	O	I-A1	Existence	False
are	VBP	S-VP	O	I-A1	Existence	False
other	JJ	B-NP	O	B-A1	Existence	False
things	NNS	E-NP	O	E-A1	Existence	False
to	TO	B-VP	O	I-A1	O	False
consider	VB	E-VP	O	S-V	Categorization	False
before	IN	S-PP	O	B-AM-TMP	Categorization	False
going	VBG	S-VP	O	S-V	Motion	False
with	IN	S-PP	O	B-A2	Motion	False
Apple	NNP	S-NP	S-ORG	E-A2	Motion	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	O	False
love	VBP	S-VP	O	S-V	O	False
the	DT	B-NP	O	B-AM-MNR	O	False
way	NN	E-NP	O	E-AM-MNR	O	False
the	DT	B-NP	O	B-A0	O	False
entire	JJ	I-NP	O	I-A0	O	False
suite	NN	E-NP	O	I-A0	O	True
of	IN	S-PP	O	I-A0	O	True
software	NN	B-NP	O	E-A0	O	True
works	NNS	E-NP	O	S-V	O	False
together	RB	S-ADVP	O	S-AM-MNR	O	False
.	.	O	O	-	O	False

The	DT	B-NP	O	-	O	False
speed	NN	E-NP	O	-	O	True
is	VBZ	S-VP	O	-	O	False
incredible	JJ	S-ADJP	O	-	O	False
and	CC	O	O	-	O	False
I	PRP	S-NP	O	-	Have_associated	False
am	VBP	S-VP	O	-	O	False
more	RBR	S-ADVP	O	-	O	False
than	IN	S-PP	O	-	O	False
satisfied	JJ	S-ADJP	O	-	O	False
.	.	O	O	-	O	False

on	IN	S-PP	O	-	O	False
the	DT	B-NP	O	-	O	False
bright	JJ	I-NP	O	-	Location_of_light	False
side	NN	E-NP	O	-	Part_orientational	False
at	IN	B-ADVP	O	-	Relational_quantity	False
least	JJS	E-ADVP	O	-	Relational_quantity	False
I	PRP	S-NP	O	-	Relational_quantity	False
was	VBD	S-VP	O	-	O	False
n't	RB	O	O	-	O	False
without	IN	S-PP	O	-	O	False
my	PRP$	B-NP	O	-	O	False
laptop	NN	E-NP	O	-	O	False
for	IN	S-PP	O	-	O	False
long	RB	B-NP	O	-	Duration_attribute	False
this	DT	I-NP	O	-	O	False
time	NN	E-NP	O	-	Measure_duration	False
!	.	O	O	-	O	False

This	DT	B-NP	O	B-A0	O	False
laptop	NN	E-NP	O	E-A0	O	False
meets	VBZ	S-VP	O	S-V	O	False
every	DT	B-NP	O	B-A1	O	False
expectation	NN	E-NP	O	I-A1	O	False
and	CC	O	O	I-A1	O	False
Windows	NNP	B-NP	B-MISC	I-A1	O	False
7	CD	E-NP	E-MISC	E-A1	O	False
is	VBZ	S-VP	O	-	O	False
great	JJ	S-ADJP	O	-	O	False
!	.	O	O	-	O	False

That	DT	S-NP	O	-	O	False
's	VBZ	S-VP	O	-	O	False
how	WRB	B-ADJP	O	-	O	False
frustrating	JJ	E-ADJP	O	-	O	False
it	PRP	S-NP	O	-	O	False
was	VBD	S-VP	O	-	O	False
.	.	O	O	-	O	False

I	PRP	S-NP	O	S-A0	O	False
can	MD	B-VP	O	S-AM-MOD	O	False
barely	RB	I-VP	O	S-AM-MNR	O	False
use	VB	E-VP	O	S-V	Using	False
any	DT	B-NP	O	B-A1	O	False
usb	JJ	I-NP	O	I-A1	O	True
devices	NNS	E-NP	O	E-A1	O	True
because	IN	S-SBAR	O	B-AM-CAU	O	False
they	PRP	S-NP	O	S-A1	O	False
will	MD	B-VP	O	S-AM-MOD	O	False
not	RB	I-VP	O	S-AM-NEG	O	False
stay	VB	I-VP	O	S-V	O	False
connected	VBN	E-VP	O	S-V	O	False
properly	RB	S-ADVP	O	S-AM-MNR	O	False
.	.	O	O	-	O	False

The	DT	B-NP	O	-	O	False
one	CD	I-NP	O	-	Cardinal_numbers	False
down	IN	I-NP	O	-	Direction	False
side	NN	E-NP	O	-	Cardinal_numbers	False
to	TO	S-PP	O	-	Taking_sides	False
it	PRP	S-NP	O	-	Activity_pause	False
is	VBZ	S-VP	O	-	O	False
that	IN	S-SBAR	O	-	O	False
when	WRB	S-ADVP	O	B-AM-TMP	Temporal_collocation	False
I	PRP	S-NP	O	I-AM-TMP	Performers_and_roles	False
play	VBP	S-VP	O	I-AM-TMP	Performers_and_roles	False
a	DT	B-NP	O	I-AM-TMP	O	False
certin	JJ	I-NP	O	I-AM-TMP	O	False
game	NN	E-NP	O	I-AM-TMP	O	False
on	IN	S-PP	O	I-AM-TMP	O	False
here	RB	S-ADVP	O	E-AM-TMP	Locative_relation	False
,	,	O	O	-	O	False
it	PRP	S-NP	O	S-A0	Activity_pause	False
tends	VBZ	B-VP	O	S-V	Likelihood	False
to	TO	I-VP	O	B-A2	O	False
freeze	VB	E-VP	O	B-V	Activity_pause	False
up	RP	S-PRT	O	E-V	Activity_pause	False
sometimes	RB	S-ADVP	O	S-AM-TMP	Frequency	False
,	,	O	O	-	O	False
but	CC	O	O	-	O	False
thats	VBZ	S-VP	O	S-V	O	False
the	DT	B-NP	O	B-A1	O	False
only	RB	I-NP	O	I-A1	Sole_instance	False
bad	JJ	I-NP	O	I-A1	Desirability	False
thing	NN	E-NP	O	I-A1	Desirability	False
about	IN	S-PP	O	I-A1	O	False
this	DT	B-NP	O	I-A1	O	False
computer	NN	E-NP	O	E-A1	O	False
.	.	O	O	-	O	False

-No	JJ	B-NP	O	-	O	False
backlit	JJ	I-NP	O	-	O	False
keyboard	NN	E-NP	O	-	O	True
,	,	O	O	-	O	False
but	CC	O	O	-	O	False
not	RB	O	O	-	O	False
an	DT	B-NP	O	-	O	False
issue	NN	E-NP	O	-	O	False
for	IN	S-PP	O	-	O	False
me	PRP	S-NP	O	-	O	False
.	.	O	O	-	O	False

When	WRB	S-ADVP	O	-	O	False
I	PRP	S-NP	O	S-A0	O	False
finally	RB	S-ADVP	O	S-AM-TMP	O	False
had	VBD	S-VP	O	S-V	O	False
